"predictors","event_name","S0.time","S0.survival"
"full set","pd_mci_amnestic_death",0.566750629722922,0.999942646792338
"full set","pd_mci_amnestic_death",0.750191654802322,0.999885293142145
"full set","pd_mci_amnestic_death",1.03493593253751,0.99982794065777
"full set","pd_mci_amnestic_death",1.04041178403242,0.999770539538499
"full set","pd_mci_amnestic_death",1.04588763552732,0.999713139568859
"full set","pd_mci_amnestic_death",1.1362391851933,0.99965573153086
"full set","pd_mci_amnestic_death",1.18278392290001,0.999598324179092
"full set","pd_mci_amnestic_death",1.212901106122,0.999540917513627
"full set","pd_mci_amnestic_death",1.23480451210163,0.9994834850819
"full set","pd_mci_amnestic_death",1.27039754681853,0.999426053325765
"full set","pd_mci_amnestic_death",1.27587339831344,0.999368618012081
"full set","pd_mci_amnestic_death",1.31694228452524,0.999311181230372
"full set","pd_mci_amnestic_death",1.33063191326251,0.999253739454851
"full set","pd_mci_amnestic_death",1.33884569050487,0.999196232075957
"full set","pd_mci_amnestic_death",1.3552732449896,0.999138710569353
"full set","pd_mci_amnestic_death",1.51954878983682,0.999081185081516
"full set","pd_mci_amnestic_death",1.53323841857409,0.999023657735888
"full set","pd_mci_amnestic_death",1.538714270069,0.998966132037904
"full set","pd_mci_amnestic_death",1.54966597305881,0.998908580943348
"full set","pd_mci_amnestic_death",1.56609352754353,0.998851030567828
"full set","pd_mci_amnestic_death",1.5797831562808,0.998793480131627
"full set","pd_mci_amnestic_death",1.58252108202826,0.998735893369547
"full set","pd_mci_amnestic_death",1.58799693352316,0.998678284020844
"full set","pd_mci_amnestic_death",1.59621071076552,0.998620660090998
"full set","pd_mci_amnestic_death",1.59894863651298,0.998563019684658
"full set","pd_mci_amnestic_death",1.60716241375534,0.998505380733973
"full set","pd_mci_amnestic_death",1.6153761909977,0.998447660451171
"full set","pd_mci_amnestic_death",1.63180374548242,0.998389932893769
"full set","pd_mci_amnestic_death",1.64549337421969,0.998332202837038
"full set","pd_mci_amnestic_death",1.65644507720951,0.998274475354236
"full set","pd_mci_amnestic_death",1.65918300295696,0.998216726919239
"full set","pd_mci_amnestic_death",1.66192092870441,0.998158977523956
"full set","pd_mci_amnestic_death",1.67013470594677,0.998101226016855
"full set","pd_mci_amnestic_death",1.70025188916877,0.998043473651143
"full set","pd_mci_amnestic_death",1.70298981491622,0.997985723661134
"full set","pd_mci_amnestic_death",1.70572774066367,0.99792796881614
"full set","pd_mci_amnestic_death",1.70846566641113,0.997870215858038
"full set","pd_mci_amnestic_death",1.71941736940094,0.997812411093884
"full set","pd_mci_amnestic_death",1.79060343883474,0.99775460748238
"full set","pd_mci_amnestic_death",1.80155514182455,0.997696804249987
"full set","pd_mci_amnestic_death",1.80429306757201,0.997639003393088
"full set","pd_mci_amnestic_death",1.84536195378381,0.997581199892431
"full set","pd_mci_amnestic_death",1.84809987953127,0.997523395282275
"full set","pd_mci_amnestic_death",1.86178950826854,0.997465572237674
"full set","pd_mci_amnestic_death",1.87274121125835,0.997407748217776
"full set","pd_mci_amnestic_death",1.8754791370058,0.997349889396154
"full set","pd_mci_amnestic_death",1.87821706275326,0.997060548311961
"full set","pd_mci_amnestic_death",1.88095498850071,0.996770970903137
"full set","pd_mci_amnestic_death",1.88369291424817,0.996655018387672
"full set","pd_mci_amnestic_death",1.88643083999562,0.996538962166989
"full set","pd_mci_amnestic_death",1.88916876574307,0.996364870659065
"full set","pd_mci_amnestic_death",1.89190669149053,0.996190715264982
"full set","pd_mci_amnestic_death",1.89464461723798,0.995957860703654
"full set","pd_mci_amnestic_death",1.89738254298543,0.99566646890657
"full set","pd_mci_amnestic_death",1.90012046873289,0.995432281589337
"full set","pd_mci_amnestic_death",1.90285839448034,0.995373681252143
"full set","pd_mci_amnestic_death",1.9055963202278,0.995256470319348
"full set","pd_mci_amnestic_death",1.90833424597525,0.99513912209824
"full set","pd_mci_amnestic_death",1.9110721717227,0.994963051153249
"full set","pd_mci_amnestic_death",1.91381009747016,0.994668776584703
"full set","pd_mci_amnestic_death",1.91654802321761,0.99455089873769
"full set","pd_mci_amnestic_death",1.91928594896506,0.994314884032164
"full set","pd_mci_amnestic_death",1.92202387471252,0.994196370205688
"full set","pd_mci_amnestic_death",1.92476180045997,0.994137093314611
"full set","pd_mci_amnestic_death",1.93023765195488,0.993959273635471
"full set","pd_mci_amnestic_death",1.93297557770233,0.99372157992234
"full set","pd_mci_amnestic_death",1.93571350344979,0.993007516227143
"full set","pd_mci_amnestic_death",1.93845142919724,0.992828420504544
"full set","pd_mci_amnestic_death",1.94118935494469,0.992708846190683
"full set","pd_mci_amnestic_death",1.94392728069215,0.992529293415201
"full set","pd_mci_amnestic_death",1.9466652064396,0.992409559012832
"full set","pd_mci_amnestic_death",1.94940313218706,0.992289678950175
"full set","pd_mci_amnestic_death",1.95214105793451,0.991930048356243
"full set","pd_mci_amnestic_death",1.95487898368196,0.991088731280744
"full set","pd_mci_amnestic_death",1.95761690942942,0.990786953660213
"full set","pd_mci_amnestic_death",1.96035483517687,0.990182617284504
"full set","pd_mci_amnestic_death",1.96309276092432,0.989879373413582
"full set","pd_mci_amnestic_death",1.96583068667178,0.989454181393614
"full set","pd_mci_amnestic_death",1.96856861241923,0.988966725511079
"full set","pd_mci_amnestic_death",1.97130653816668,0.988478135835325
"full set","pd_mci_amnestic_death",1.97404446391414,0.987378023694034
"full set","pd_mci_amnestic_death",1.97678238966159,0.986947395193199
"full set","pd_mci_amnestic_death",1.97952031540905,0.98608407704395
"full set","pd_mci_amnestic_death",1.9822582411565,0.985462188098067
"full set","pd_mci_amnestic_death",1.98499616690395,0.98502394857144
"full set","pd_mci_amnestic_death",1.98773409265141,0.984270892501564
"full set","pd_mci_amnestic_death",1.99047201839886,0.982127865947359
"full set","pd_mci_amnestic_death",1.99320994414631,0.97950211605946
"full set","pd_mci_amnestic_death",1.99594786989377,0.977359172251781
"full set","pd_mci_amnestic_death",1.99868579564122,0.975445698335359
"full set","pd_mci_amnestic_death",2.00142372138868,0.973977980080551
"full set","pd_mci_amnestic_death",2.00416164713613,0.972432187783187
"full set","pd_mci_amnestic_death",2.00689957288358,0.970395251065464
"full set","pd_mci_amnestic_death",2.00963749863104,0.96860772413466
"full set","pd_mci_amnestic_death",2.01237542437849,0.965764756690526
"full set","pd_mci_amnestic_death",2.01511335012594,0.964212363688102
"full set","pd_mci_amnestic_death",2.0178512758734,0.963356436406082
"full set","pd_mci_amnestic_death",2.02058920162085,0.961995474659954
"full set","pd_mci_amnestic_death",2.02332712736831,0.961345317061846
"full set","pd_mci_amnestic_death",2.02606505311576,0.960474947657525
"full set","pd_mci_amnestic_death",2.02880297886321,0.959452380445643
"full set","pd_mci_amnestic_death",2.03154090461067,0.957759437228933
"full set","pd_mci_amnestic_death",2.03427883035812,0.956640941894761
"full set","pd_mci_amnestic_death",2.03701675610557,0.95558493074062
"full set","pd_mci_amnestic_death",2.03975468185303,0.95512825858165
"full set","pd_mci_amnestic_death",2.04249260760048,0.95474628930057
"full set","pd_mci_amnestic_death",2.04523053334794,0.954208846164476
"full set","pd_mci_amnestic_death",2.04796845909539,0.953590885013915
"full set","pd_mci_amnestic_death",2.05070638484284,0.952349073665089
"full set","pd_mci_amnestic_death",2.0534443105903,0.95156813082077
"full set","pd_mci_amnestic_death",2.05618223633775,0.950859927416501
"full set","pd_mci_amnestic_death",2.0589201620852,0.950701442290819
"full set","pd_mci_amnestic_death",2.06165808783266,0.950304698470275
"full set","pd_mci_amnestic_death",2.06439601358011,0.949747825393715
"full set","pd_mci_amnestic_death",2.06713393932757,0.949268453494716
"full set","pd_mci_amnestic_death",2.06987186507502,0.948307293107975
"full set","pd_mci_amnestic_death",2.07260979082247,0.947582670200615
"full set","pd_mci_amnestic_death",2.07534771656993,0.947259441963025
"full set","pd_mci_amnestic_death",2.07808564231738,0.947097483612354
"full set","pd_mci_amnestic_death",2.08082356806483,0.946610976079605
"full set","pd_mci_amnestic_death",2.08356149381229,0.945879398723116
"full set","pd_mci_amnestic_death",2.08629941955974,0.945227113111526
"full set","pd_mci_amnestic_death",2.0890373453072,0.944736876684599
"full set","pd_mci_amnestic_death",2.09177527105465,0.944244314041403
"full set","pd_mci_amnestic_death",2.0945131968021,0.944079367464507
"full set","pd_mci_amnestic_death",2.09725112254956,0.943914277767507
"full set","pd_mci_amnestic_death",2.09998904829701,0.943500043472476
"full set","pd_mci_amnestic_death",2.10272697404446,0.943167746709342
"full set","pd_mci_amnestic_death",2.10546489979192,0.94241835643639
"full set","pd_mci_amnestic_death",2.10820282553937,0.941916822540655
"full set","pd_mci_amnestic_death",2.11094075128683,0.941665072160311
"full set","pd_mci_amnestic_death",2.11367867703428,0.941245147918916
"full set","pd_mci_amnestic_death",2.11641660278173,0.940655796701744
"full set","pd_mci_amnestic_death",2.11915452852919,0.940317766927485
"full set","pd_mci_amnestic_death",2.12189245427664,0.939640609856113
"full set","pd_mci_amnestic_death",2.12463038002409,0.938959268792929
"full set","pd_mci_amnestic_death",2.13558208301391,0.938788264576425
"full set","pd_mci_amnestic_death",2.14105793450882,0.938702582775145
"full set","pd_mci_amnestic_death",2.14379586025627,0.938531181445298
"full set","pd_mci_amnestic_death",2.14653378600372,0.938273691642725
"full set","pd_mci_amnestic_death",2.16022341474099,0.938187800093352
"full set","pd_mci_amnestic_death",2.1656992662359,0.938101819107315
"full set","pd_mci_amnestic_death",2.16843719198335,0.937929834159285
"full set","pd_mci_amnestic_death",2.17391304347826,0.937671357522027
"full set","pd_mci_amnestic_death",2.17665096922571,0.937585192137737
"full set","pd_mci_amnestic_death",2.18486474646808,0.937412877169629
"full set","pd_mci_amnestic_death",2.19034059796298,0.937326670278736
"full set","pd_mci_amnestic_death",2.19855437520534,0.937240454545036
"full set","pd_mci_amnestic_death",2.20403022670025,0.937067958593966
"full set","pd_mci_amnestic_death",2.21771985543752,0.936808917646425
"full set","pd_mci_amnestic_death",2.22319570693243,0.936722414770508
"full set","pd_mci_amnestic_death",2.23414740992224,0.93663583491271
"full set","pd_mci_amnestic_death",2.2368853356697,0.936549261304565
"full set","pd_mci_amnestic_death",2.23962326141715,0.936462636911002
"full set","pd_mci_amnestic_death",2.24509911291206,0.936376005587816
"full set","pd_mci_amnestic_death",2.25605081590187,0.93628934938099
"full set","pd_mci_amnestic_death",2.26152666739678,0.936202686844054
"full set","pd_mci_amnestic_death",2.26426459314423,0.936115937352582
"full set","pd_mci_amnestic_death",2.26700251889169,0.935942328320029
"full set","pd_mci_amnestic_death",2.26974044463914,0.935855448131828
"full set","pd_mci_amnestic_death",2.2724783703866,0.935681461931892
"full set","pd_mci_amnestic_death",2.27521629613405,0.935507398418142
"full set","pd_mci_amnestic_death",2.2779542218815,0.93542035050416
"full set","pd_mci_amnestic_death",2.28069214762896,0.935333110293753
"full set","pd_mci_amnestic_death",2.28616799912386,0.93524579696338
"full set","pd_mci_amnestic_death",2.29711970211368,0.935158431003156
"full set","pd_mci_amnestic_death",2.29985762786113,0.935070966104284
"full set","pd_mci_amnestic_death",2.30259555360859,0.934983429946638
"full set","pd_mci_amnestic_death",2.31628518234585,0.934895899842581
"full set","pd_mci_amnestic_death",2.32176103384076,0.934808311722237
"full set","pd_mci_amnestic_death",2.32997481108312,0.934720670022189
"full set","pd_mci_amnestic_death",2.33818858832548,0.934633014598072
"full set","pd_mci_amnestic_death",2.34366443982039,0.934545344389007
"full set","pd_mci_amnestic_death",2.35461614281021,0.934457595911754
"full set","pd_mci_amnestic_death",2.35735406855766,0.934281958956493
"full set","pd_mci_amnestic_death",2.36830577154748,0.934106140245789
"full set","pd_mci_amnestic_death",2.37378162304238,0.934018181012048
"full set","pd_mci_amnestic_death",2.37925747453729,0.933930145116001
"full set","pd_mci_amnestic_death",2.3847333260322,0.933842082590368
"full set","pd_mci_amnestic_death",2.39020917752711,0.933665822886847
"full set","pd_mci_amnestic_death",2.39294710327456,0.933577630432594
"full set","pd_mci_amnestic_death",2.40663673201183,0.933489385385109
"full set","pd_mci_amnestic_death",2.40937465775928,0.933401140665289
"full set","pd_mci_amnestic_death",2.41211258350674,0.93322461785112
"full set","pd_mci_amnestic_death",2.425802212244,0.933136290638556
"full set","pd_mci_amnestic_death",2.43401598948636,0.933047735410097
"full set","pd_mci_amnestic_death",2.43675391523382,0.932959179293387
"full set","pd_mci_amnestic_death",2.44770561822363,0.932870511214428
"full set","pd_mci_amnestic_death",2.45318146971854,0.932781811666427
"full set","pd_mci_amnestic_death",2.45591939546599,0.93269307254886
"full set","pd_mci_amnestic_death",2.46960902420326,0.9326042574764
"full set","pd_mci_amnestic_death",2.47234694995072,0.932515399308002
"full set","pd_mci_amnestic_death",2.47508487569817,0.932426361550191
"full set","pd_mci_amnestic_death",2.49151243018289,0.932337311830749
"full set","pd_mci_amnestic_death",2.49425035593035,0.932248188370404
"full set","pd_mci_amnestic_death",2.51615376190998,0.932158990270123
"full set","pd_mci_amnestic_death",2.52162961340488,0.93206977851693
"full set","pd_mci_amnestic_death",2.52436753915234,0.931980530122426
"full set","pd_mci_amnestic_death",2.54079509363706,0.9318912205867
"full set","pd_mci_amnestic_death",2.54627094513197,0.931801900302244
"full set","pd_mci_amnestic_death",2.54900887087942,0.931712564259121
"full set","pd_mci_amnestic_death",2.55174679662688,0.931623053436544
"full set","pd_mci_amnestic_death",2.55448472237433,0.931533386774668
"full set","pd_mci_amnestic_death",2.55722264812178,0.931443723969063
"full set","pd_mci_amnestic_death",2.56269849961669,0.931354059509278
"full set","pd_mci_amnestic_death",2.5681743511116,0.931264379968791
"full set","pd_mci_amnestic_death",2.58186397984887,0.931174537077557
"full set","pd_mci_amnestic_death",2.58460190559632,0.930904946953638
"full set","pd_mci_amnestic_death",2.59007775709123,0.930814909838658
"full set","pd_mci_amnestic_death",2.59281568283868,0.930634721399472
"full set","pd_mci_amnestic_death",2.59555360858613,0.930544609234195
"full set","pd_mci_amnestic_death",2.60102946008104,0.93045448701712
"full set","pd_mci_amnestic_death",2.6092432373234,0.9303643619513
"full set","pd_mci_amnestic_death",2.62019494031322,0.930274055889393
"full set","pd_mci_amnestic_death",2.64209834629285,0.930183693525468
"full set","pd_mci_amnestic_death",2.6448362720403,0.930093320021234
"full set","pd_mci_amnestic_death",2.65031212353521,0.930002913478906
"full set","pd_mci_amnestic_death",2.65305004928266,0.929912504051365
"full set","pd_mci_amnestic_death",2.65852590077757,0.929731564547262
"full set","pd_mci_amnestic_death",2.66126382652502,0.929641000345848
"full set","pd_mci_amnestic_death",2.66673967801993,0.929369354690101
"full set","pd_mci_amnestic_death",2.66947760376739,0.929278579055182
"full set","pd_mci_amnestic_death",2.67221552951484,0.929187794529499
"full set","pd_mci_amnestic_death",2.67769138100975,0.929096876406629
"full set","pd_mci_amnestic_death",2.68316723250465,0.928914930079927
"full set","pd_mci_amnestic_death",2.68590515825211,0.928823934220104
"full set","pd_mci_amnestic_death",2.69685686124192,0.928732879438091
"full set","pd_mci_amnestic_death",2.71328441572665,0.928641821152638
"full set","pd_mci_amnestic_death",2.7160223414741,0.928459626718194
"full set","pd_mci_amnestic_death",2.72971197021137,0.92836848849358
"full set","pd_mci_amnestic_death",2.73244989595882,0.928277354466955
"full set","pd_mci_amnestic_death",2.73518782170628,0.928186189410689
"full set","pd_mci_amnestic_death",2.73792574745373,0.928095022895205
"full set","pd_mci_amnestic_death",2.75709122768591,0.927912500034658
"full set","pd_mci_amnestic_death",2.75982915343336,0.927729813386437
"full set","pd_mci_amnestic_death",2.76256707918081,0.927638430702729
"full set","pd_mci_amnestic_death",2.76804293067572,0.927547053792144
"full set","pd_mci_amnestic_death",2.77899463366554,0.927455651026187
"full set","pd_mci_amnestic_death",2.7872084109079,0.927364178369338
"full set","pd_mci_amnestic_death",2.78994633665535,0.92718125302272
"full set","pd_mci_amnestic_death",2.79542218815026,0.927089770249438
"full set","pd_mci_amnestic_death",2.79816011389771,0.926998286721534
"full set","pd_mci_amnestic_death",2.81184974263498,0.926723868994586
"full set","pd_mci_amnestic_death",2.83922900010952,0.92663196013542
"full set","pd_mci_amnestic_death",2.85839448034169,0.926539910401379
"full set","pd_mci_amnestic_death",2.86934618333151,0.926355699862927
"full set","pd_mci_amnestic_death",2.87208410907896,0.926263321483578
"full set","pd_mci_amnestic_death",2.89124958931114,0.926170802940844
"full set","pd_mci_amnestic_death",2.89398751505859,0.925985755879147
"full set","pd_mci_amnestic_death",2.89672544080605,0.925893177420852
"full set","pd_mci_amnestic_death",2.90220129230095,0.925800601676874
"full set","pd_mci_amnestic_death",2.91315299529077,0.925708018386293
"full set","pd_mci_amnestic_death",2.91862884678567,0.925615339679654
"full set","pd_mci_amnestic_death",2.92410469828058,0.925522588723027
"full set","pd_mci_amnestic_death",2.92684262402804,0.925429785422285
"full set","pd_mci_amnestic_death",2.92958054977549,0.925336963752696
"full set","pd_mci_amnestic_death",2.93231847552294,0.9252441393603
"full set","pd_mci_amnestic_death",2.93779432701785,0.924965387289601
"full set","pd_mci_amnestic_death",2.94874603000767,0.924872179780331
"full set","pd_mci_amnestic_death",2.95148395575512,0.924685726046912
